Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Calexico East,California,2507,US-Mexico Border,Jan 2021,Train Passengers,20,32.673,-115.388,POINT (-115.388018 32.673389)
Del Rio,Texas,2302,US-Mexico Border,Feb 2021,Truck Containers Empty,1676,29.327,-100.928,POINT (-100.927612 29.326784)
Northgate,North Dakota,3406,US-Canada Border,Jul 2021,Personal Vehicles,92,48.999,-102.275,POINT (-102.27475 48.998833)
Trout River,New York,0715,US-Canada Border,Dec 2022,Trucks,658,44.992,-74.308,POINT (-74.308172 44.992058)
Houlton,Maine,0106,US-Canada Border,Aug 2022,Bus Passengers,178,46.135,-67.781,POINT (-67.781288 46.134879)
Blaine,Washington,3004,US-Canada Border,Feb 2021,Truck Containers Loaded,19758,48.994,-122.749,POINT (-122.748884 48.994045)
Santa Teresa,New Mexico,2408,US-Mexico Border,May 2022,Buses,45,31.784,-106.679,POINT (-106.679437 31.783939)
El Paso,Texas,2402,US-Mexico Border,Oct 2020,Bus Passengers,6333,31.764,-106.451,POINT (-106.451188 31.764363)
Baudette,Minnesota,3424,US-Canada Border,Mar 2023,Truck Containers Loaded,16,48.719,-94.590,POINT (-94.590467 48.719109)
Massena,New York,0704,US-Canada Border,Dec 2021,Truck Containers Empty,546,44.991,-74.740,POINT (-74.739722 44.990556)
Maida,North Dakota,3416,US-Canada Border,Feb 2021,Truck Containers Empty,20,49.000,-98.365,POINT (-98.36525 49.00025)
Del Bonita,Montana,3322,US-Canada Border,Jun 2023,Truck Containers Empty,36,48.999,-112.788,POINT (-112.78825 48.998555)
Eagle Pass,Texas,2303,US-Mexico Border,Feb 2023,Bus Passengers,8360,28.705,-100.512,POINT (-100.511977 28.705483)
International Falls,Minnesota,3604,US-Canada Border,Aug 2020,Truck Containers Loaded,759,48.608,-93.401,POINT (-93.401355 48.6078)
Santa Teresa,New Mexico,2408,US-Mexico Border,Sep 2021,Pedestrians,2473,31.784,-106.679,POINT (-106.679437 31.783939)
Point Roberts,Washington,3017,US-Canada Border,Sep 2020,Pedestrians,8,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Dunseith,North Dakota,3422,US-Canada Border,Sep 2021,Personal Vehicles,2164,48.999,-100.052,POINT (-100.052166 48.999277)
Ogdensburg,New York,0701,US-Canada Border,Nov 2022,Trucks,3103,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Eastport,Idaho,3302,US-Canada Border,Jun 2022,Personal Vehicles,6377,49.001,-116.181,POINT (-116.181027 49.000555)
Westhope,North Dakota,3419,US-Canada Border,Sep 2022,Trucks,70,49.000,-101.017,POINT (-101.017277 48.999611)
Dunseith,North Dakota,3422,US-Canada Border,Sep 2022,Personal Vehicle Passengers,8083,48.999,-100.052,POINT (-100.052166 48.999277)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Aug 2023,Trucks,2705,46.509,-84.361,POINT (-84.360833 46.508611)
Nogales,Arizona,2604,US-Mexico Border,Jun 2023,Rail Containers Empty,2324,31.333,-110.943,POINT (-110.942516 31.332839)
Fortuna,North Dakota,3417,US-Canada Border,Oct 2021,Truck Containers Loaded,73,49.000,-103.809,POINT (-103.80925 48.999555)
San Luis,Arizona,2608,US-Mexico Border,Oct 2020,Truck Containers Loaded,2144,32.485,-114.782,POINT (-114.7822222 32.485)
Naco,Arizona,2603,US-Mexico Border,Sep 2021,Truck Containers Loaded,46,31.334,-109.948,POINT (-109.948413 31.334084)
Northgate,North Dakota,3406,US-Canada Border,May 2021,Trains,15,48.999,-102.275,POINT (-102.27475 48.998833)
Scobey,Montana,3309,US-Canada Border,May 2022,Truck Containers Empty,2,49.000,-105.408,POINT (-105.407638 48.999527)
Sweetgrass,Montana,3310,US-Canada Border,Jun 2023,Truck Containers Loaded,10015,48.998,-111.960,POINT (-111.959611 48.998388)
Ogdensburg,New York,0701,US-Canada Border,Jun 2023,Trucks,3157,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Detroit,Michigan,3801,US-Canada Border,Jan 2022,Train Passengers,321,42.332,-83.048,POINT (-83.047924 42.331685)
Westhope,North Dakota,3419,US-Canada Border,Apr 2023,Truck Containers Empty,40,49.000,-101.017,POINT (-101.017277 48.999611)
Turner,Montana,3306,US-Canada Border,Apr 2021,Personal Vehicle Passengers,77,49.000,-108.388,POINT (-108.387916 48.999527)
Porthill,Idaho,3308,US-Canada Border,Apr 2023,Personal Vehicle Passengers,8402,49.000,-116.499,POINT (-116.49925 48.999861)
Bridgewater,Maine,0127,US-Canada Border,Oct 2023,Bus Passengers,4,46.450,-67.785,POINT (-67.78484 46.450335)
Ogdensburg,New York,0701,US-Canada Border,Jan 2021,Personal Vehicles,1236,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Wildhorse,Montana,3323,US-Canada Border,Jun 2021,Personal Vehicle Passengers,224,48.999,-110.215,POINT (-110.215083 48.999361)
Hansboro,North Dakota,3415,US-Canada Border,Nov 2023,Personal Vehicle Passengers,626,49.000,-99.347,POINT (-99.346527 48.999583)
Calais,Maine,0115,US-Canada Border,Jun 2021,Truck Containers Loaded,3897,45.189,-67.275,POINT (-67.275381 45.188548)
Pembina,North Dakota,3401,US-Canada Border,May 2021,Personal Vehicles,1840,49.000,-97.237,POINT (-97.237036 49.000453)
San Ysidro,California,2504,US-Mexico Border,Jul 2022,Personal Vehicle Passengers,2206115,32.543,-117.029,POINT (-117.028761 32.542528)
Pembina,North Dakota,3401,US-Canada Border,Apr 2022,Personal Vehicles,10134,49.000,-97.237,POINT (-97.237036 49.000453)
Otay Mesa,California,2506,US-Mexico Border,Dec 2022,Buses,104,32.550,-116.939,POINT (-116.938538 32.55033)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Aug 2023,Trains,32,46.509,-84.361,POINT (-84.360833 46.508611)
Boundary,Washington,3015,US-Canada Border,Jan 2021,Personal Vehicle Passengers,129,49.001,-117.628,POINT (-117.627583 49.00075)
Metaline Falls,Washington,3025,US-Canada Border,Sep 2022,Bus Passengers,14,49.000,-117.299,POINT (-117.299444 48.999972)
Pembina,North Dakota,3401,US-Canada Border,Mar 2023,Rail Containers Empty,1842,49.000,-97.237,POINT (-97.237036 49.000453)
Sweetgrass,Montana,3310,US-Canada Border,Jun 2022,Trucks,12649,48.998,-111.960,POINT (-111.959611 48.998388)
Sumas,Washington,3009,US-Canada Border,May 2022,Buses,174,49.002,-122.265,POINT (-122.264805 49.002388)
Calais,Maine,0115,US-Canada Border,Sep 2023,Rail Containers Loaded,230,45.189,-67.275,POINT (-67.275381 45.188548)
Portal,North Dakota,3403,US-Canada Border,Sep 2023,Rail Containers Loaded,12493,48.999,-102.552,POINT (-102.551944 48.998944)
Derby Line,Vermont,0209,US-Canada Border,Jul 2023,Train Passengers,14,45.006,-72.099,POINT (-72.099279 45.005739)
Ysleta,Texas,2401,US-Mexico Border,Mar 2022,Personal Vehicles,241667,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Otay Mesa,California,2506,US-Mexico Border,Feb 2023,Truck Containers Empty,21330,32.550,-116.939,POINT (-116.938538 32.55033)
Highgate Springs,Vermont,0212,US-Canada Border,Oct 2023,Personal Vehicles,39268,45.015,-73.085,POINT (-73.085037 45.015414)
Hansboro,North Dakota,3415,US-Canada Border,Jul 2022,Personal Vehicle Passengers,674,49.000,-99.347,POINT (-99.346527 48.999583)
Turner,Montana,3306,US-Canada Border,Jan 2021,Personal Vehicles,32,49.000,-108.388,POINT (-108.387916 48.999527)
Rio Grande City,Texas,2307,US-Mexico Border,Oct 2021,Personal Vehicle Passengers,50773,26.366,-98.803,POINT (-98.802513 26.365761)
Sumas,Washington,3009,US-Canada Border,Jul 2022,Bus Passengers,311,49.002,-122.265,POINT (-122.264805 49.002388)
Van Buren,Maine,0108,US-Canada Border,Nov 2021,Trucks,1463,47.160,-67.931,POINT (-67.930799 47.159645)
Port Huron,Michigan,3802,US-Canada Border,Feb 2021,Personal Vehicles,5967,42.999,-82.424,POINT (-82.423611 42.998611)
Sweetgrass,Montana,3310,US-Canada Border,Sep 2020,Rail Containers Loaded,1873,48.998,-111.960,POINT (-111.959611 48.998388)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Nov 2021,Trains,30,46.509,-84.361,POINT (-84.360833 46.508611)
International Falls,Minnesota,3604,US-Canada Border,Sep 2020,Train Passengers,650,48.608,-93.401,POINT (-93.401355 48.6078)
Detroit,Michigan,3801,US-Canada Border,Feb 2021,Trains,128,42.332,-83.048,POINT (-83.047924 42.331685)
Metaline Falls,Washington,3025,US-Canada Border,Jul 2023,Personal Vehicle Passengers,6407,49.000,-117.299,POINT (-117.299444 48.999972)
Fort Kent,Maine,0110,US-Canada Border,Dec 2021,Personal Vehicle Passengers,1846,47.249,-68.604,POINT (-68.603918 47.249206)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Jan 2023,Truck Containers Empty,563,46.509,-84.361,POINT (-84.360833 46.508611)
Presidio,Texas,2403,US-Mexico Border,Jan 2021,Personal Vehicle Passengers,85103,29.562,-104.395,POINT (-104.394907 29.561827)
Eastport,Idaho,3302,US-Canada Border,Oct 2020,Truck Containers Empty,1355,49.001,-116.181,POINT (-116.181027 49.000555)
Ambrose,North Dakota,3410,US-Canada Border,Oct 2023,Personal Vehicles,83,48.999,-103.487,POINT (-103.486555 48.999305)
Ysleta,Texas,2401,US-Mexico Border,Aug 2021,Truck Containers Empty,20443,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Nighthawk,Washington,3011,US-Canada Border,Aug 2023,Personal Vehicle Passengers,1270,49.000,-119.671,POINT (-119.67103 49.000144)
Rio Grande City,Texas,2307,US-Mexico Border,Sep 2020,Trucks,3498,26.366,-98.803,POINT (-98.802513 26.365761)
Massena,New York,0704,US-Canada Border,Dec 2023,Trucks,1729,44.991,-74.740,POINT (-74.739722 44.990556)
Northgate,North Dakota,3406,US-Canada Border,Jan 2023,Trains,12,48.999,-102.275,POINT (-102.27475 48.998833)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Jun 2021,Personal Vehicle Passengers,49453,43.095,-79.056,POINT (-79.055847 43.09549)
Calais,Maine,0115,US-Canada Border,May 2023,Trains,21,45.189,-67.275,POINT (-67.275381 45.188548)
Metaline Falls,Washington,3025,US-Canada Border,Dec 2021,Pedestrians,9,49.000,-117.299,POINT (-117.299444 48.999972)
Raymond,Montana,3301,US-Canada Border,Aug 2021,Personal Vehicle Passengers,883,48.999,-104.574,POINT (-104.574333 48.999194)
Calais,Maine,0115,US-Canada Border,Oct 2022,Personal Vehicles,36254,45.189,-67.275,POINT (-67.275381 45.188548)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Sep 2022,Trains,30,46.509,-84.361,POINT (-84.360833 46.508611)
Port Huron,Michigan,3802,US-Canada Border,Oct 2021,Truck Containers Loaded,63743,42.999,-82.424,POINT (-82.423611 42.998611)
Dunseith,North Dakota,3422,US-Canada Border,Oct 2021,Truck Containers Empty,446,48.999,-100.052,POINT (-100.052166 48.999277)
Willow Creek,Montana,3325,US-Canada Border,Jan 2023,Personal Vehicles,173,49.000,-109.731,POINT (-109.731333 48.999972)
Porthill,Idaho,3308,US-Canada Border,Jun 2022,Personal Vehicles,3681,49.000,-116.499,POINT (-116.49925 48.999861)
Roosville,Montana,3318,US-Canada Border,May 2023,Personal Vehicle Passengers,18887,49.000,-115.056,POINT (-115.056027 48.999638)
Noonan,North Dakota,3420,US-Canada Border,Oct 2022,Personal Vehicles,974,48.999,-103.004,POINT (-103.004361 48.999333)
Eastport,Idaho,3302,US-Canada Border,Feb 2023,Bus Passengers,197,49.001,-116.181,POINT (-116.181027 49.000555)
Massena,New York,0704,US-Canada Border,Nov 2021,Personal Vehicles,50084,44.991,-74.740,POINT (-74.739722 44.990556)
Nogales,Arizona,2604,US-Mexico Border,Jan 2021,Pedestrians,96229,31.333,-110.943,POINT (-110.942516 31.332839)
Brownsville,Texas,2301,US-Mexico Border,Sep 2020,Trucks,26718,25.952,-97.401,POINT (-97.40067 25.95155)
Nogales,Arizona,2604,US-Mexico Border,Oct 2020,Rail Containers Loaded,1842,31.333,-110.943,POINT (-110.942516 31.332839)
San Luis,Arizona,2608,US-Mexico Border,Sep 2020,Trucks,2922,32.485,-114.782,POINT (-114.7822222 32.485)
Point Roberts,Washington,3017,US-Canada Border,Feb 2023,Truck Containers Empty,301,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Laurier,Washington,3016,US-Canada Border,Apr 2022,Trucks,706,49.000,-118.224,POINT (-118.223777 49.000083)
Calexico,California,2503,US-Mexico Border,Sep 2020,Personal Vehicle Passengers,429831,32.673,-115.388,POINT (-115.388018 32.673389)
Sherwood,North Dakota,3414,US-Canada Border,May 2021,Trucks,313,48.999,-101.628,POINT (-101.627527 48.999305)
Carbury,North Dakota,3421,US-Canada Border,Jun 2022,Personal Vehicles,335,48.999,-100.556,POINT (-100.555805 48.999416)
El Paso,Texas,2402,US-Mexico Border,Dec 2022,Pedestrians,331987,31.764,-106.451,POINT (-106.451188 31.764363)
Sumas,Washington,3009,US-Canada Border,Jun 2022,Trucks,13933,49.002,-122.265,POINT (-122.264805 49.002388)
Antler,North Dakota,3413,US-Canada Border,May 2022,Truck Containers Empty,30,48.999,-101.296,POINT (-101.296055 48.999472)
Sumas,Washington,3009,US-Canada Border,Mar 2022,Personal Vehicles,10587,49.002,-122.265,POINT (-122.264805 49.002388)
Morgan,Montana,3319,US-Canada Border,Dec 2022,Truck Containers Empty,28,49.000,-107.832,POINT (-107.831819 48.999829)
Champlain Rouses Point,New York,0712,US-Canada Border,Sep 2023,Personal Vehicles,84506,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Northgate,North Dakota,3406,US-Canada Border,Apr 2023,Pedestrians,11,48.999,-102.275,POINT (-102.27475 48.998833)
Lancaster,Minnesota,3430,US-Canada Border,Oct 2023,Truck Containers Empty,483,49.000,-96.801,POINT (-96.800527 49.000194)
Progreso,Texas,2309,US-Mexico Border,Aug 2023,Personal Vehicle Passengers,242263,26.062,-97.950,POINT (-97.949958 26.062133)
Calexico East,California,2507,US-Mexico Border,Jun 2023,Rail Containers Empty,944,32.673,-115.388,POINT (-115.388018 32.673389)
Skagway,Alaska,3103,US-Canada Border,Oct 2022,Truck Containers Empty,178,59.630,-135.164,POINT (-135.164444 59.629722)
Fortuna,North Dakota,3417,US-Canada Border,Sep 2020,Personal Vehicle Passengers,111,49.000,-103.809,POINT (-103.80925 48.999555)
Rio Grande City,Texas,2307,US-Mexico Border,Aug 2022,Trucks,4693,26.366,-98.803,POINT (-98.802513 26.365761)
Grand Portage,Minnesota,3613,US-Canada Border,Mar 2022,Personal Vehicles,1830,48.001,-89.585,POINT (-89.58515 48.001427)
Fort Fairfield,Maine,0107,US-Canada Border,May 2022,Truck Containers Loaded,123,46.765,-67.789,POINT (-67.789471 46.765323)
Frontier,Washington,3020,US-Canada Border,Aug 2021,Truck Containers Empty,1194,49.000,-117.832,POINT (-117.831527 49.0005)
Boundary,Washington,3015,US-Canada Border,Jul 2021,Personal Vehicles,102,49.001,-117.628,POINT (-117.627583 49.00075)
Boundary,Washington,3015,US-Canada Border,Jul 2022,Trucks,6,49.001,-117.628,POINT (-117.627583 49.00075)
Roseau,Minnesota,3426,US-Canada Border,Jun 2021,Trucks,342,49.000,-95.766,POINT (-95.766469 48.999538)
Vanceboro,Maine,0105,US-Canada Border,Feb 2021,Trucks,33,45.569,-67.429,POINT (-67.428541 45.568761)
Fort Kent,Maine,0110,US-Canada Border,Jan 2023,Personal Vehicles,4630,47.249,-68.604,POINT (-68.603918 47.249206)
Sasabe,Arizona,2606,US-Mexico Border,May 2021,Personal Vehicle Passengers,4627,31.483,-111.544,POINT (-111.544363 31.483039)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Nov 2020,Trucks,72685,43.095,-79.056,POINT (-79.055847 43.09549)
Vanceboro,Maine,0105,US-Canada Border,Dec 2020,Rail Containers Empty,1464,45.569,-67.429,POINT (-67.428541 45.568761)
Fortuna,North Dakota,3417,US-Canada Border,May 2021,Personal Vehicle Passengers,86,49.000,-103.809,POINT (-103.80925 48.999555)
Grand Portage,Minnesota,3613,US-Canada Border,Jan 2022,Truck Containers Loaded,431,48.001,-89.585,POINT (-89.58515 48.001427)
Trout River,New York,0715,US-Canada Border,Sep 2022,Trains,38,44.992,-74.308,POINT (-74.308172 44.992058)
Turner,Montana,3306,US-Canada Border,Jan 2022,Pedestrians,8,49.000,-108.388,POINT (-108.387916 48.999527)
Tecate,California,2505,US-Mexico Border,Oct 2023,Personal Vehicles,88626,32.576,-116.626,POINT (-116.626216 32.576428)
Vanceboro,Maine,0105,US-Canada Border,Nov 2022,Truck Containers Empty,35,45.569,-67.429,POINT (-67.428541 45.568761)
St John,North Dakota,3405,US-Canada Border,Jun 2021,Personal Vehicles,56,48.999,-99.659,POINT (-99.659111 48.999277)
Eastport,Maine,0103,US-Canada Border,Jan 2023,Truck Containers Empty,46,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Oroville,Washington,3019,US-Canada Border,Nov 2023,Trucks,2084,49.000,-119.462,POINT (-119.461833 49.000083)
Dunseith,North Dakota,3422,US-Canada Border,Mar 2023,Truck Containers Empty,499,48.999,-100.052,POINT (-100.052166 48.999277)
Whitlash,Montana,3321,US-Canada Border,May 2023,Personal Vehicle Passengers,107,48.997,-111.258,POINT (-111.257916 48.99725)
Columbus,New Mexico,2406,US-Mexico Border,Jan 2021,Personal Vehicle Passengers,43129,31.784,-107.628,POINT (-107.627948 31.783742)
El Paso,Texas,2402,US-Mexico Border,Aug 2021,Trucks,16062,31.764,-106.451,POINT (-106.451188 31.764363)
Northgate,North Dakota,3406,US-Canada Border,Jan 2022,Trucks,329,48.999,-102.275,POINT (-102.27475 48.998833)
Wildhorse,Montana,3323,US-Canada Border,Dec 2022,Trucks,4,48.999,-110.215,POINT (-110.215083 48.999361)
Rio Grande City,Texas,2307,US-Mexico Border,Jul 2023,Pedestrians,2632,26.366,-98.803,POINT (-98.802513 26.365761)
Champlain Rouses Point,New York,0712,US-Canada Border,Jan 2023,Bus Passengers,6343,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Highgate Springs,Vermont,0212,US-Canada Border,Jul 2022,Personal Vehicles,46274,45.015,-73.085,POINT (-73.085037 45.015414)
Columbus,New Mexico,2406,US-Mexico Border,Aug 2023,Buses,62,31.784,-107.628,POINT (-107.627948 31.783742)
Del Bonita,Montana,3322,US-Canada Border,Jan 2021,Truck Containers Loaded,33,48.999,-112.788,POINT (-112.78825 48.998555)
Richford,Vermont,0203,US-Canada Border,Nov 2020,Truck Containers Loaded,114,45.012,-72.589,POINT (-72.588559 45.01174)
Noonan,North Dakota,3420,US-Canada Border,Aug 2022,Trucks,138,48.999,-103.004,POINT (-103.004361 48.999333)
Ysleta,Texas,2401,US-Mexico Border,Aug 2020,Trucks,55746,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Neche,North Dakota,3404,US-Canada Border,Sep 2023,Personal Vehicles,1494,49.001,-97.557,POINT (-97.557333 49.000527)
Frontier,Washington,3020,US-Canada Border,Mar 2023,Truck Containers Empty,1810,49.000,-117.832,POINT (-117.831527 49.0005)
Point Roberts,Washington,3017,US-Canada Border,Sep 2021,Personal Vehicles,10705,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Calais,Maine,0115,US-Canada Border,Dec 2023,Personal Vehicle Passengers,67105,45.189,-67.275,POINT (-67.275381 45.188548)
Lukeville,Arizona,2602,US-Mexico Border,May 2021,Personal Vehicle Passengers,91481,31.880,-112.817,POINT (-112.817077 31.880195)
Champlain Rouses Point,New York,0712,US-Canada Border,Feb 2022,Truck Containers Empty,2916,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Laredo,Texas,2304,US-Mexico Border,Oct 2022,Pedestrians,234920,27.500,-99.507,POINT (-99.507412 27.499561)
International Falls,Minnesota,3604,US-Canada Border,Nov 2020,Rail Containers Empty,14025,48.608,-93.401,POINT (-93.401355 48.6078)
Derby Line,Vermont,0209,US-Canada Border,Apr 2022,Bus Passengers,461,45.006,-72.099,POINT (-72.099279 45.005739)
Hidalgo,Texas,2305,US-Mexico Border,Jul 2022,Personal Vehicles,338147,26.095,-98.271,POINT (-98.271092 26.095032)
Sherwood,North Dakota,3414,US-Canada Border,Feb 2023,Personal Vehicles,629,48.999,-101.628,POINT (-101.627527 48.999305)
Ferry,Washington,3013,US-Canada Border,Sep 2021,Personal Vehicle Passengers,202,49.000,-118.761,POINT (-118.761166 49.000083)
Champlain Rouses Point,New York,0712,US-Canada Border,Jul 2021,Buses,2,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Nogales,Arizona,2604,US-Mexico Border,Jul 2023,Buses,782,31.333,-110.943,POINT (-110.942516 31.332839)
Hidalgo,Texas,2305,US-Mexico Border,May 2022,Buses,1046,26.095,-98.271,POINT (-98.271092 26.095032)
Brownsville,Texas,2301,US-Mexico Border,Feb 2023,Buses,122,25.952,-97.401,POINT (-97.40067 25.95155)
Danville,Washington,3012,US-Canada Border,Aug 2020,Trucks,31,49.000,-118.504,POINT (-118.503722 49.000083)
Portal,North Dakota,3403,US-Canada Border,Nov 2021,Trains,162,48.999,-102.552,POINT (-102.551944 48.998944)
Van Buren,Maine,0108,US-Canada Border,Nov 2020,Truck Containers Empty,500,47.160,-67.931,POINT (-67.930799 47.159645)
Tecate,California,2505,US-Mexico Border,Apr 2022,Trucks,5149,32.576,-116.626,POINT (-116.626216 32.576428)
Metaline Falls,Washington,3025,US-Canada Border,Apr 2023,Pedestrians,1,49.000,-117.299,POINT (-117.299444 48.999972)
